movieId,title,genres_str,language_str,popularity,primary_language,year,genres_list,original_language,spoken_languages,movie_enc,content_text
70,Million Dollar Baby,Drama,en|ga,14.471373,English,,['Drama'],,,24,Drama English English English
71,Billy Elliot,Drama|Comedy|Music,en,12.158424,English,,"['Drama', 'Comedy', 'Music']",,,25,Drama Comedy Music English English English
73,American History X,Drama,en,18.157166,English,,['Drama'],,,26,Drama English English English
74,War of the Worlds,Adventure|Thriller|Science Fiction,en,19.929377,English,,"['Adventure', 'Thriller', 'Science Fiction']",,,27,Adventure Thriller Science Fiction English English English
75,Mars Attacks!,Comedy|Fantasy|Science Fiction,en|fr,15.63424,English,,"['Comedy', 'Fantasy', 'Science Fiction']",,,28,Comedy Fantasy Science Fiction English English English
76,Before Sunrise,Drama|Romance,en|de|fr,11.304979,English,,"['Drama', 'Romance']",,,29,Drama Romance English English English
77,Memento,Mystery|Thriller,en,15.450789,English,,"['Mystery', 'Thriller']",,,30,Mystery Thriller English English English
78,Blade Runner,Science Fiction|Drama|Thriller,en|de|cn|ja|hu,96.272374,English,,"['Science Fiction', 'Drama', 'Thriller']",,,31,Science Fiction Drama Thriller English English English
79,Hero,Drama|Adventure|Action|History,zh,9.861765,Chinese,,"['Drama', 'Adventure', 'Action', 'History']",,,32,Drama Adventure Action History Chinese Chinese Chinese
81,Nausicaä of the Valley of the Wind,Adventure|Animation|Fantasy,ja,11.267366,Japanese,,"['Adventure', 'Animation', 'Fantasy']",,,33,Adventure Animation Fantasy Japanese Japanese Japanese
82,Miami Vice,Action|Adventure|Crime|Thriller,en|es,11.72545,English,,"['Action', 'Adventure', 'Crime', 'Thriller']",,,34,Action Adventure Crime Thriller English English English
83,Open Water,Drama|Thriller,en,10.652818,English,,"['Drama', 'Thriller']",,,35,Drama Thriller English English English
85,Raiders of the Lost Ark,Adventure|Action,en|es|de|he|ar|ne,19.901576,English,,"['Adventure', 'Action']",,,36,Adventure Action English English English
86,The Elementary Particles,Drama|Romance,en|de,11.552537,English,,"['Drama', 'Romance']",,,37,Drama Romance English English English
87,Indiana Jones and the Temple of Doom,Adventure|Action,en|si,15.802306,English,,"['Adventure', 'Action']",,,38,Adventure Action English English English
89,Indiana Jones and the Last Crusade,Adventure|Action,de|el|en,14.788987,German,,"['Adventure', 'Action']",,,39,Adventure Action German German German
90,Beverly Hills Cop,Action|Comedy|Crime,en,8.503483,English,,"['Action', 'Comedy', 'Crime']",,,40,Action Comedy Crime English English English
93,Anatomy of a Murder,Crime|Drama|Mystery|Thriller,en,9.473772,English,,"['Crime', 'Drama', 'Mystery', 'Thriller']",,,41,Crime Drama Mystery Thriller English English English
95,Armageddon,Action|Thriller|Science Fiction|Adventure,en|ru,13.235112,English,,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",,,42,Action Thriller Science Fiction Adventure English English English
96,Beverly Hills Cop II,Action|Comedy|Crime,en,9.200336,English,,"['Action', 'Comedy', 'Crime']",,,43,Action Comedy Crime English English English
97,Tron,Science Fiction|Action|Adventure,en,16.574021,English,,"['Science Fiction', 'Action', 'Adventure']",,,44,Science Fiction Action Adventure English English English
98,Gladiator,Action|Drama|Adventure,en,23.186667,English,,"['Action', 'Drama', 'Adventure']",,,45,Action Drama Adventure English English English
99,All About My Mother,Comedy|Drama,es,10.000915,Spanish,,"['Comedy', 'Drama']",,,46,Comedy Drama Spanish Spanish Spanish
101,Leon: The Professional,Thriller|Crime|Drama,en,20.477329,English,,"['Thriller', 'Crime', 'Drama']",,,47,Thriller Crime Drama English English English
103,Taxi Driver,Crime|Drama,en|es,14.092713,English,,"['Crime', 'Drama']",,,48,Crime Drama English English English
105,Back to the Future,Adventure|Comedy|Science Fiction|Family,en,25.778509,English,,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",,,49,Adventure Comedy Science Fiction Family English English English
106,Predator,Science Fiction|Action|Adventure|Thriller,en|es,18.495694,English,,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,,50,Science Fiction Action Adventure Thriller English English English
107,Snatch,Thriller|Crime,en|ru,14.014025,English,,"['Thriller', 'Crime']",,,51,Thriller Crime English English English
108,Three Colors: Blue,Drama|Music|Mystery,fr|pl,8.843517,French,,"['Drama', 'Music', 'Mystery']",,,52,Drama Music Mystery French French French
111,Scarface,Action|Crime|Drama|Thriller,en|es,11.299673,English,,"['Action', 'Crime', 'Drama', 'Thriller']",,,53,Action Crime Drama Thriller English English English
113,"Spring, Summer, Fall, Winter... and Spring",Drama,ko,8.157887,Korean,,['Drama'],,,54,Drama Korean Korean Korean
114,Pretty Woman,Romance|Comedy,en|it|ja,13.348451,English,,"['Romance', 'Comedy']",,,55,Romance Comedy English English English
115,The Big Lebowski,Comedy|Crime,en|he|es|de,15.952524,English,,"['Comedy', 'Crime']",,,56,Comedy Crime English English English
116,Match Point,Drama|Thriller|Crime|Romance,en,9.020372,English,,"['Drama', 'Thriller', 'Crime', 'Romance']",,,57,Drama Thriller Crime Romance English English English
117,The Untouchables,Crime|Drama|History|Thriller,en,11.062203,English,,"['Crime', 'Drama', 'History', 'Thriller']",,,58,Crime Drama History Thriller English English English
118,Charlie and the Chocolate Factory,Adventure|Comedy|Family|Fantasy,en,22.038405,English,,"['Adventure', 'Comedy', 'Family', 'Fantasy']",,,59,Adventure Comedy Family Fantasy English English English
120,The Lord of the Rings: The Fellowship of the Ring,Adventure|Fantasy|Action,en,32.070725,English,,"['Adventure', 'Fantasy', 'Action']",,,60,Adventure Fantasy Action English English English
121,The Lord of the Rings: The Two Towers,Adventure|Fantasy|Action,en,29.423537,English,,"['Adventure', 'Fantasy', 'Action']",,,61,Adventure Fantasy Action English English English
122,The Lord of the Rings: The Return of the King,Adventure|Fantasy|Action,en,29.324358,English,,"['Adventure', 'Fantasy', 'Action']",,,62,Adventure Fantasy Action English English English
123,The Lord of the Rings,Fantasy|Drama|Animation|Adventure,en,7.914795,English,,"['Fantasy', 'Drama', 'Animation', 'Adventure']",,,63,Fantasy Drama Animation Adventure English English English
128,Princess Mononoke,Adventure|Fantasy|Animation,ja,17.166725,Japanese,,"['Adventure', 'Fantasy', 'Animation']",,,64,Adventure Fantasy Animation Japanese Japanese Japanese
129,Spirited Away,Fantasy|Adventure|Animation|Family,ja,41.048867,Japanese,,"['Fantasy', 'Adventure', 'Animation', 'Family']",,,65,Fantasy Adventure Animation Family Japanese Japanese Japanese
134,"O Brother, Where Art Thou?",Action|Adventure|Comedy,en,12.434175,English,,"['Action', 'Adventure', 'Comedy']",,,66,Action Adventure Comedy English English English
136,Freaks,Drama|Horror,en|fr|de,9.074348,English,,"['Drama', 'Horror']",,,67,Drama Horror English English English
137,Groundhog Day,Romance|Fantasy|Drama|Comedy,en|fr|it,12.989627,English,,"['Romance', 'Fantasy', 'Drama', 'Comedy']",,,68,Romance Fantasy Drama Comedy English English English
141,Donnie Darko,Fantasy|Drama|Mystery,en,18.303148,English,,"['Fantasy', 'Drama', 'Mystery']",,,69,Fantasy Drama Mystery English English English
142,Brokeback Mountain,Drama|Romance,en,11.787044,English,,"['Drama', 'Romance']",,,70,Drama Romance English English English
145,Breaking the Waves,Drama|Romance,en,8.558688,English,,"['Drama', 'Romance']",,,71,Drama Romance English English English
146,"Crouching Tiger, Hidden Dragon",Adventure|Drama|Action|Romance,zh,19.944953,Chinese,,"['Adventure', 'Drama', 'Action', 'Romance']",,,72,Adventure Drama Action Romance Chinese Chinese Chinese
148,The Secret Life of Words,Drama|Romance,en|fr|es,12.775583,English,,"['Drama', 'Romance']",,,73,Drama Romance English English English
149,Akira,Science Fiction|Animation,ja,10.888917,Japanese,,"['Science Fiction', 'Animation']",,,74,Science Fiction Animation Japanese Japanese Japanese
150,48 Hrs.,Thriller|Action|Comedy|Crime|Drama,en,15.297121,English,,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",,,75,Thriller Action Comedy Crime Drama English English English
152,Star Trek: The Motion Picture,Science Fiction|Adventure|Mystery,en,8.277765,English,,"['Science Fiction', 'Adventure', 'Mystery']",,,76,Science Fiction Adventure Mystery English English English
153,Lost in Translation,Drama,ja|en,11.609441,Japanese,,['Drama'],,,77,Drama Japanese Japanese Japanese
155,The Dark Knight,Drama|Action|Crime|Thriller,en|zh,123.167259,English,,"['Drama', 'Action', 'Crime', 'Thriller']",,,78,Drama Action Crime Thriller English English English
159,Maybe... Maybe Not,Comedy|Drama,de,8.593319,German,,"['Comedy', 'Drama']",,,79,Comedy Drama German German German
161,Ocean's Eleven,Thriller|Crime,it|en,12.114932,Italian,,"['Thriller', 'Crime']",,,80,Thriller Crime Italian Italian Italian
162,Edward Scissorhands,Fantasy|Drama|Romance,en,17.612244,English,,"['Fantasy', 'Drama', 'Romance']",,,81,Fantasy Drama Romance English English English
163,Ocean's Twelve,Thriller|Crime,fr|it|nl|zh|en,11.869347,French,,"['Thriller', 'Crime']",,,82,Thriller Crime French French French
164,Breakfast at Tiffany's,Comedy|Drama|Romance,en|pt,10.879289,English,,"['Comedy', 'Drama', 'Romance']",,,83,Comedy Drama Romance English English English
165,Back to the Future Part II,Adventure|Comedy|Family|Science Fiction,en,13.689855,English,,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",,,84,Adventure Comedy Family Science Fiction English English English
166,The Party,Drama|Romance|Comedy,fr,12.105748,French,,"['Drama', 'Romance', 'Comedy']",,,85,Drama Romance Comedy French French French
167,K-PAX,Drama|Science Fiction,en,12.400152,English,,"['Drama', 'Science Fiction']",,,86,Drama Science Fiction English English English
168,Star Trek IV: The Voyage Home,Science Fiction|Adventure,en|fi,12.596956,English,,"['Science Fiction', 'Adventure']",,,87,Science Fiction Adventure English English English
169,Predator 2,Science Fiction|Action|Thriller,en,11.736241,English,,"['Science Fiction', 'Action', 'Thriller']",,,88,Science Fiction Action Thriller English English English
170,28 Days Later,Horror|Thriller|Science Fiction,es|en,17.656951,Spanish,,"['Horror', 'Thriller', 'Science Fiction']",,,89,Horror Thriller Science Fiction Spanish Spanish Spanish
172,Star Trek V: The Final Frontier,Science Fiction|Action|Adventure|Thriller,en,12.308007,English,,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,,90,Science Fiction Action Adventure Thriller English English English
173,"20,000 Leagues Under the Sea",Adventure|Drama|Science Fiction,en,8.722406,English,,"['Adventure', 'Drama', 'Science Fiction']",,,91,Adventure Drama Science Fiction English English English
175,The Big Blue,Adventure|Drama|Romance,en|fr|it,13.503815,English,,"['Adventure', 'Drama', 'Romance']",,,92,Adventure Drama Romance English English English
176,Saw,Horror|Mystery|Crime,en,23.508433,English,,"['Horror', 'Mystery', 'Crime']",,,93,Horror Mystery Crime English English English
177,The Fisher King,Comedy|Drama,en,11.184385,English,,"['Comedy', 'Drama']",,,94,Comedy Drama English English English
178,Blown Away,Drama|Action|Thriller,en,13.155071,English,,"['Drama', 'Action', 'Thriller']",,,95,Drama Action Thriller English English English
179,The Interpreter,Crime|Thriller,en|fr|pt,12.047671,English,,"['Crime', 'Thriller']",,,96,Crime Thriller English English English
180,Minority Report,Action|Thriller|Science Fiction|Mystery,en|sv,20.666063,English,,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",,,97,Action Thriller Science Fiction Mystery English English English
184,Jackie Brown,Comedy|Crime|Romance,en,16.415498,English,,"['Comedy', 'Crime', 'Romance']",,,98,Comedy Crime Romance English English English
185,A Clockwork Orange,Science Fiction|Drama,en,17.112594,English,,"['Science Fiction', 'Drama']",,,99,Science Fiction Drama English English English
186,Lucky Number Slevin,Drama|Thriller|Crime|Mystery,en,11.15092,English,,"['Drama', 'Thriller', 'Crime', 'Mystery']",,,100,Drama Thriller Crime Mystery English English English
187,Sin City,Action|Thriller|Crime,en,15.010525,English,,"['Action', 'Thriller', 'Crime']",,,101,Action Thriller Crime English English English
189,Sin City: A Dame to Kill For,Crime|Thriller,en,20.623642,English,,"['Crime', 'Thriller']",,,102,Crime Thriller English English English
192,The Name of the Rose,Drama|Thriller|Mystery,en|la,11.469751,English,,"['Drama', 'Thriller', 'Mystery']",,,103,Drama Thriller Mystery English English English
193,Star Trek: Generations,Science Fiction|Action|Adventure|Thriller,en,8.105708,English,,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,,104,Science Fiction Action Adventure Thriller English English English
194,Amélie,Comedy|Romance,fr|ru,12.879381,French,,"['Comedy', 'Romance']",,,105,Comedy Romance French French French
196,Back to the Future Part III,Adventure|Comedy|Family|Science Fiction,en,13.043999,English,,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",,,106,Adventure Comedy Family Science Fiction English English English
197,Braveheart,Action|Drama|History|War,en|fr|la|gd,20.755149,English,,"['Action', 'Drama', 'History', 'War']",,,107,Action Drama History War English English English
199,Star Trek: First Contact,Science Fiction|Action|Adventure|Thriller,en,8.808497,English,,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,,108,Science Fiction Action Adventure Thriller English English English
200,Star Trek: Insurrection,Science Fiction|Action|Adventure|Thriller,en,9.538877,English,,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,,109,Science Fiction Action Adventure Thriller English English English
201,Star Trek: Nemesis,Science Fiction|Action|Adventure|Thriller,en,11.367801,English,,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",,,110,Science Fiction Action Adventure Thriller English English English
203,Mean Streets,Drama|Crime,en|it,8.212399,English,,"['Drama', 'Crime']",,,111,Drama Crime English English English
205,Hotel Rwanda,Drama|History|War,en|fr,10.262332,English,,"['Drama', 'History', 'War']",,,112,Drama History War English English English
207,Dead Poets Society,Drama,en,19.905716,English,,['Drama'],,,113,Drama English English English
212,Arsenic and Old Lace,Comedy|Crime,en|de,13.99011,English,,"['Comedy', 'Crime']",,,114,Comedy Crime English English English
213,North by Northwest,Mystery|Thriller,en,12.410427,English,,"['Mystery', 'Thriller']",,,115,Mystery Thriller English English English
214,Saw III,Horror|Thriller|Crime,en,14.938035,English,,"['Horror', 'Thriller', 'Crime']",,,116,Horror Thriller Crime English English English
215,Saw II,Horror,en,15.399863,English,,['Horror'],,,117,Horror English English English
217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure|Action,en|de|ru,12.577266,English,,"['Adventure', 'Action']",,,118,Adventure Action English English English
218,The Terminator,Action|Thriller|Science Fiction,en,19.293562,English,,"['Action', 'Thriller', 'Science Fiction']",,,119,Action Thriller Science Fiction English English English
221,Rebel Without a Cause,Drama,en,10.968169,English,,['Drama'],,,120,Drama English English English
223,Rebecca,Drama|Mystery,en|fr,8.590813,English,,"['Drama', 'Mystery']",,,121,Drama Mystery English English English
232,Rumble Fish,Action|Adventure|Crime|Drama|Romance,en,8.20519,English,,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance']",,,122,Action Adventure Crime Drama Romance English English English
235,Stand by Me,Crime|Drama,en,15.206957,English,,"['Crime', 'Drama']",,,123,Crime Drama English English English
238,The Godfather,Drama|Crime,en|it|la,41.109264,English,,"['Drama', 'Crime']",,,124,Drama Crime English English English
239,Some Like It Hot,Comedy|Romance,en,11.845107,English,,"['Comedy', 'Romance']",,,125,Comedy Romance English English English
240,The Godfather: Part II,Drama|Crime,en|it|la|es,36.629307,English,,"['Drama', 'Crime']",,,126,Drama Crime English English English
241,Natural Born Killers,Crime|Thriller|Drama,en|nv|ja,11.226856,English,,"['Crime', 'Thriller', 'Drama']",,,127,Crime Thriller Drama English English English
242,The Godfather: Part III,Crime|Drama|Thriller,en|it|de|la,17.185349,English,,"['Crime', 'Drama', 'Thriller']",,,128,Crime Drama Thriller English English English
243,High Fidelity,Comedy|Drama|Romance|Music,da|en,8.524956,Danish,,"['Comedy', 'Drama', 'Romance', 'Music']",,,129,Comedy Drama Romance Music Danish Danish Danish
244,King Kong,Action|Adventure|Drama|Horror,en,8.73274,English,,"['Action', 'Adventure', 'Drama', 'Horror']",,,130,Action Adventure Drama Horror English English English
245,About a Boy,Drama|Comedy|Romance,en,10.956665,English,,"['Drama', 'Comedy', 'Romance']",,,131,Drama Comedy Romance English English English
247,The Killing,Drama|Action|Thriller|Crime,en,10.223264,English,,"['Drama', 'Action', 'Thriller', 'Crime']",,,132,Drama Action Thriller Crime English English English
252,Willy Wonka & the Chocolate Factory,Family|Fantasy,en|fr|de,12.416635,English,,"['Family', 'Fantasy']",,,133,Family Fantasy English English English
253,Live and Let Die,Adventure|Action|Thriller,en|hu,9.773768,English,,"['Adventure', 'Action', 'Thriller']",,,134,Adventure Action Thriller English English English
257,Oliver Twist,Crime|Drama|Family,en,12.369935,English,,"['Crime', 'Drama', 'Family']",,,135,Crime Drama Family English English English
258,Bed and Board,Comedy|Drama|Romance,fr,11.97502,French,,"['Comedy', 'Drama', 'Romance']",,,136,Comedy Drama Romance French French French
261,Cat on a Hot Tin Roof,Drama|Romance,en,11.794846,English,,"['Drama', 'Romance']",,,137,Drama Romance English English English
262,The King of Comedy,Comedy|Drama,en,9.093411,English,,"['Comedy', 'Drama']",,,138,Comedy Drama English English English
269,Breathless,Drama|Crime,fr|en,8.200586,French,,"['Drama', 'Crime']",,,139,Drama Crime French French French
272,Batman Begins,Action|Crime|Drama,en|ur|zh,28.505341,English,,"['Action', 'Crime', 'Drama']",,,140,Action Crime Drama English English English
275,Fargo,Crime|Drama|Thriller,en,12.61469,English,,"['Crime', 'Drama', 'Thriller']",,,141,Crime Drama Thriller English English English
277,Underworld,Fantasy|Action|Thriller,en,20.624333,English,,"['Fantasy', 'Action', 'Thriller']",,,142,Fantasy Action Thriller English English English
278,The Shawshank Redemption,Drama|Crime,en,51.645403,English,,"['Drama', 'Crime']",,,143,Drama Crime English English English
279,Amadeus,Drama|History|Music,en|de|it|la,12.677592,English,,"['Drama', 'History', 'Music']",,,144,Drama History Music English English English
280,Terminator 2: Judgment Day,Action|Thriller|Science Fiction,en|es,22.661695,English,,"['Action', 'Thriller', 'Science Fiction']",,,145,Action Thriller Science Fiction English English English
281,Strange Days,Crime|Drama|Science Fiction|Thriller,en,11.223055,English,,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",,,146,Crime Drama Science Fiction Thriller English English English
284,The Apartment,Comedy|Drama|Romance,en,11.994281,English,,"['Comedy', 'Drama', 'Romance']",,,147,Comedy Drama Romance English English English
285,Pirates of the Caribbean: At World's End,Adventure|Fantasy|Action,en,31.363664,English,,"['Adventure', 'Fantasy', 'Action']",,,148,Adventure Fantasy Action English English English
288,High Noon,Western,en,16.715935,English,,['Western'],,,149,Western English English English
289,Casablanca,Drama|Romance,de|fr|it|en,13.916101,German,,"['Drama', 'Romance']",,,150,Drama Romance German German German
290,Barton Fink,Comedy|Drama,en,8.387026,English,,"['Comedy', 'Drama']",,,151,Comedy Drama English English English
293,A River Runs Through It,Drama,en,12.583826,English,,['Drama'],,,152,Drama English English English
296,Terminator 3: Rise of the Machines,Action|Thriller|Science Fiction,en,20.818907,English,,"['Action', 'Thriller', 'Science Fiction']",,,153,Action Thriller Science Fiction English English English
297,Meet Joe Black,Fantasy|Drama|Mystery,en,14.026744,English,,"['Fantasy', 'Drama', 'Mystery']",,,154,Fantasy Drama Mystery English English English
298,Ocean's Thirteen,Crime|Thriller,es|en|fr,12.16276,Spanish,,"['Crime', 'Thriller']",,,155,Crime Thriller Spanish Spanish Spanish
300,The Science of Sleep,Comedy|Drama|Fantasy,en|fr|es,10.603991,English,,"['Comedy', 'Drama', 'Fantasy']",,,156,Comedy Drama Fantasy English English English
301,Rio Bravo,Western,en|es,10.847383,English,,['Western'],,,157,Western English English English
303,Notorious,Thriller|Drama|Romance,en,10.135111,English,,"['Thriller', 'Drama', 'Romance']",,,158,Thriller Drama Romance English English English
306,Beverly Hills Cop III,Action|Comedy|Crime,en,11.787784,English,,"['Action', 'Comedy', 'Crime']",,,159,Action Comedy Crime English English English
310,Bruce Almighty,Fantasy|Comedy,en,15.947524,English,,"['Fantasy', 'Comedy']",,,160,Fantasy Comedy English English English
311,Once Upon a Time in America,Drama|Crime,en|fr|it,32.182851,English,,"['Drama', 'Crime']",,,161,Drama Crime English English English
313,Snow Cake,Romance|Drama,en|ru,11.556057,English,,"['Romance', 'Drama']",,,162,Romance Drama English English English
314,Catwoman,Action|Crime,es|en,13.340272,Spanish,,"['Action', 'Crime']",,,163,Action Crime Spanish Spanish Spanish
319,True Romance,Action|Thriller|Crime|Romance,en|it,17.189328,English,,"['Action', 'Thriller', 'Crime', 'Romance']",,,164,Action Thriller Crime Romance English English English
320,Insomnia,Crime|Mystery|Thriller,en,11.424974,English,,"['Crime', 'Mystery', 'Thriller']",,,165,Crime Mystery Thriller English English English
322,Mystic River,Thriller|Crime|Drama|Mystery,en,12.602438,English,,"['Thriller', 'Crime', 'Drama', 'Mystery']",,,166,Thriller Crime Drama Mystery English English English
327,Brother,Crime|Drama|Thriller,en|it|ja|es,8.134524,English,,"['Crime', 'Drama', 'Thriller']",,,167,Crime Drama Thriller English English English
329,Jurassic Park,Adventure|Science Fiction,en|es,8.863776,English,,"['Adventure', 'Science Fiction']",,,168,Adventure Science Fiction English English English
332,Inspector Gadget,Action|Adventure|Comedy|Family,en|no|fr|es,11.677244,English,,"['Action', 'Adventure', 'Comedy', 'Family']",,,169,Action Adventure Comedy Family English English English
334,Magnolia,Drama,en|fr|de,9.091636,English,,['Drama'],,,170,Drama English English English
335,Once Upon a Time in the West,Western,en,15.589351,English,,['Western'],,,171,Western English English English
336,"Duck, You Sucker",Western,es|it,9.611094,Spanish,,['Western'],,,172,Western Spanish Spanish Spanish
337,Monsieur Ibrahim,Drama,fr|tr,8.260823,French,,['Drama'],,,173,Drama French French French
338,"Good bye, Lenin!",Comedy|Drama|Romance,de,10.605595,German,,"['Comedy', 'Drama', 'Romance']",,,174,Comedy Drama Romance German German German
339,Night on Earth,Comedy|Drama,en|fi|fr|de|it,8.291886,English,,"['Comedy', 'Drama']",,,175,Comedy Drama English English English
343,Harold and Maude,Comedy|Drama|Romance,en,10.878112,English,,"['Comedy', 'Drama', 'Romance']",,,176,Comedy Drama Romance English English English
345,Eyes Wide Shut,Mystery|Drama,en,13.268484,English,,"['Mystery', 'Drama']",,,177,Mystery Drama English English English
346,Seven Samurai,Action|Drama,ja,15.01777,Japanese,,"['Action', 'Drama']",,,178,Action Drama Japanese Japanese Japanese
348,Alien,Horror|Action|Thriller|Science Fiction,en|es,23.37742,English,,"['Horror', 'Action', 'Thriller', 'Science Fiction']",,,179,Horror Action Thriller Science Fiction English English English
350,The Devil Wears Prada,Comedy|Drama|Romance,en|fr,13.102384,English,,"['Comedy', 'Drama', 'Romance']",,,180,Comedy Drama Romance English English English
363,Head-On,Drama|Romance,en|de|tr,10.234986,English,,"['Drama', 'Romance']",,,181,Drama Romance English English English
364,Batman Returns,Action|Fantasy,en,15.001681,English,,"['Action', 'Fantasy']",,,182,Action Fantasy English English English
378,Raising Arizona,Comedy|Crime,en,14.011415,English,,"['Comedy', 'Crime']",,,183,Comedy Crime English English English
380,Rain Man,Drama,it|en,11.267467,Italian,,['Drama'],,,184,Drama Italian Italian Italian
387,Das Boot,Action|Drama|History|War|Adventure,de|en|fr,8.80338,German,,"['Action', 'Drama', 'History', 'War', 'Adventure']",,,185,Action Drama History War Adventure German German German
388,Inside Man,Crime|Drama|Thriller,en|sq,13.393548,English,,"['Crime', 'Drama', 'Thriller']",,,186,Crime Drama Thriller English English English
389,12 Angry Men,Drama,en,16.503959,English,,['Drama'],,,187,Drama English English English
391,A Fistful of Dollars,Western,it|es,12.429704,Italian,,['Western'],,,188,Western Italian Italian Italian
393,Kill Bill: Vol. 2,Action|Crime|Thriller,en|zh|es|cn,21.533072,English,,"['Action', 'Crime', 'Thriller']",,,189,Action Crime Thriller English English English
395,AVP: Alien vs. Predator,Adventure|Science Fiction|Action,it|en,12.636205,Italian,,"['Adventure', 'Science Fiction', 'Action']",,,190,Adventure Science Fiction Action Italian Italian Italian
397,French Kiss,Comedy|Romance,fr|en,9.146544,French,,"['Comedy', 'Romance']",,,191,Comedy Romance French French French
401,Garden State,Comedy|Drama|Romance,en,11.630809,English,,"['Comedy', 'Drama', 'Romance']",,,192,Comedy Drama Romance English English English
402,Basic Instinct,Thriller|Mystery,en,16.628427,English,,"['Thriller', 'Mystery']",,,193,Thriller Mystery English English English
403,Driving Miss Daisy,Comedy|Drama,en|hu|pl,10.703677,English,,"['Comedy', 'Drama']",,,194,Comedy Drama English English English
404,The Straight Story,Drama,en,14.580995,English,,['Drama'],,,195,Drama English English English
